Appointment Year,Semester,Stipend Type,Account,OBJ,School Name,PID,Program Code,Program Name,Work Hours,Fall Offer Amount
2020,FALL,TA,10-100000-120020-0000-10-706110,706110,Arts & Sciences,P100242802,ND9989,"Gender, Sexualities & Health",19,6697
2020,FALL,TA,10-100000-120020-1680-10-706110,706110,Arts & Sciences,P100242802,ND9989,"Gender, Sexualities & Health",1,353
2018,FALL,TA,10-100000-100150-1277-72-706110,706110,Arts & Sciences,P001203233,MS4239,Geography,20,6553
2018,FALL,TA,10-100000-100150-1277-72-706110,706110,Arts & Sciences,P001254336,MS4239,Geography,20,6553
2018,FALL,TA,10-100000-100150-1277-72-706110,706110,Arts & Sciences,P100156802,MS4239,Geography,20,6553
2018,FALL,TA,10-100000-100150-1277-72-706110,706110,Arts & Sciences,P100192843,MA4231,Geography,20,6553
2018,FALL,TA,10-100000-100150-1277-72-706110,706110,Arts & Sciences,P100814473,MA4231,Geography,20,6553
2018,FALL,RA,11288-10-1132857-706110,706110,Arts & Sciences,P100822278,MA4231,Geography,20,6500
2018,FALL,GRS,10-100000-100150-1015-72-706110,706110,Arts & Sciences,P100827910,MS4239,Geography,6,900
2018,FALL,TA,10-100000-100150-1277-72-706110,706110,Arts & Sciences,P100828014,MA4231,Geography,20,6553
2018,FALL,GA,10-100000-100150-1277-72-706110,706110,Arts & Sciences,P100830121,MS4239,Geography,20,6553
2018,FALL,TA,10-100000-100150-1277-72-706110,706110,Arts & Sciences,P100832181,MS4239,Geography,20,7757
2018,FALL,TA,10-100000-100150-1277-72-706110,706110,Arts & Sciences,P100870124,MA4231,Geography,20,6553
2018,FALL,TA,10-100000-100150-1277-72-706110,706110,Arts & Sciences,P100872954,MS4239,Geography,20,6553
2018,FALL,TA,10-100000-100150-1277-72-706110,706110,Arts & Sciences,P100873790,MA4231,Geography,20,6553
2018,FALL,GA,10-100000-100150-1277-72-706110,706110,Arts & Sciences,P100874899,MA4231,Geography,20,6553
2018,FALL,TA,10-100000-100150-1277-72-706110,706110,Arts & Sciences,P100875632,MA4231,Geography,20,6553
2019,FALL,TA,10-100000-100150-1277-40-706110,706110,Arts & Sciences,P100156802,MS4239,Geography,20,6553
2019,FALL,TA,10-100000-100150-1277-40-706110,706110,Arts & Sciences,P100204324,MS4239,Geography,20,7757
2019,FALL,TA,10-100000-100150-1277-40-706110,706110,Arts & Sciences,P100870124,MA4231,Geography,20,6553
2019,FALL,TA,10-100000-100150-1277-40-706110,706110,Arts & Sciences,P100872954,MS4239,Geography,20,6553
2019,FALL,TA,10-100000-100150-1277-40-706110,706110,Arts & Sciences,P100873790,MA4231,Geography,20,6553
2019,FALL,GA,10-100000-100150-1277-40-706110,706110,Arts & Sciences,P100874899,MA4231,Geography,20,6553
2019,FALL,TA,10-100000-100150-1277-40-706110,706110,Arts & Sciences,P100875632,MA4231,Geography,20,6553
2019,FALL,GRS,10-100000-100150-1015-40-706110,706110,Arts & Sciences,P100903950,MS4239,Geography,6,900
2019,FALL,TA,10-100000-100150-1277-40-706110,706110,Arts & Sciences,P100913130,MS4239,Geography,20,6553
2019,FALL,RA,14887-18-1133476-706110,706110,Arts & Sciences,P100914861,MS4239,Geography,0,7725
2019,FALL,GRS,10-100000-100150-1015-40-706110,706110,Arts & Sciences,P100915041,MS4239,Geography,6,900
2019,FALL,TA,10-100000-100150-1277-40-706110,706110,Arts & Sciences,P100916347,MS4239,Geography,20,6553
2019,FALL,TA,10-100000-100150-1277-40-706110,706110,Arts & Sciences,P100916962,MS4239,Geography,20,6553
2019,FALL,TA,10-100000-100150-1277-40-706110,706110,Arts & Sciences,P100917595,MA4231,Geography,20,6553
2019,FALL,GRS,10-100000-100150-1015-40-706110,706110,Arts & Sciences,P100917605,MA4231,Geography,0,900
2020,FALL,TA,10-100000-100150-1277-10-706110,706110,Arts & Sciences,P100204324,MS4239,Geography,20,7804
2020,FALL,TA,10-100000-100150-1277-10-706110,706110,Arts & Sciences,P100255712,MS4239,Geography,0,6600
2020,FALL,GA,10-100000-100150-1277-40-706110,706110,Arts & Sciences,P100903950,MS4239,Geography,15,6600
2020,FALL,TA,10-100000-100150-1277-10-706110,706110,Arts & Sciences,P100913130,MS4239,Geography,20,6600
2020,FALL,RA,14887-18-1133476-706110,706110,Arts & Sciences,P100915041,MS4239,Geography,20,7725
2020,FALL,TA,10-100000-100150-1277-10-706110,706110,Arts & Sciences,P100916347,MS4239,Geography,20,6600
2020,FALL,TA,10-100000-100150-1277-10-706110,706110,Arts & Sciences,P100916962,MS4239,Geography,0,6600
2020,FALL,TA,10-100000-100150-1277-10-706110,706110,Arts & Sciences,P100917595,MA4231,Geography,20,6600
2020,FALL,GRS,10-100000-100150-1015-40-706110,706110,Arts & Sciences,P100917605,MA4231,Geography,0,975
2020,FALL,GRS,10-100000-100150-1015-40-706110,706110,Arts & Sciences,P100923005,MS4239,Geography,0,975
2020,FALL,TA,10-100000-100150-1277-10-706110,706110,Arts & Sciences,P100950870,MS4239,Geography,20,6600
2020,FALL,GRS,10-100000-100150-1015-40-706110,706110,Arts & Sciences,P100952671,MA4231,Geography,5,975
2020,FALL,GRS,10-100000-100150-1015-40-706110,706110,Arts & Sciences,P100953251,MS4239,Geography,0,975
2020,FALL,GRS,10-100000-100150-1015-40-706110,706110,Arts & Sciences,P100953420,MA4231,Geography,5,975
2020,FALL,TA,10-100000-100150-1277-10-706110,706110,Arts & Sciences,P100955065,MA4231,Geography,20,6600
2020,FALL,GRS,10-100000-100150-1015-40-706110,706110,Arts & Sciences,P100956961,MA4231,Geography,5,975
2020,FALL,GA,10-100000-100150-1277-40-706110,706110,Arts & Sciences,P100957567,MS4239,Geography,20,6600
2020,FALL,TA,10-100000-100150-1277-10-706110,706110,Arts & Sciences,P100957646,MA4231,Geography,20,6600
2021,FALL,RA,14887-18-1133476-706110,706110,Arts & Sciences,P100255712,MS4239,Geography,15,7727
2021,FALL,RA,14887-18-1133476-706110,706110,Arts & Sciences,P100915041,MS4239,Geography,15,7050
2021,FALL,GA,10-100000-100150-1277-10-706110,706110,Arts & Sciences,P100917211,MA4231,Geography,15,6600
2021,FALL,TA,10-100000-100150-1277-10-706110,706110,Arts & Sciences,P100950870,MS4239,Geography,15,6600
2021,FALL,TA,10-100000-100150-1277-10-706110,706110,Arts & Sciences,P100952671,MA4231,Geography,15,6600
2021,FALL,TA,10-100000-100150-1277-10-706110,706110,Arts & Sciences,P100953251,MS4239,Geography,15,6600
2021,FALL,TA,10-100000-100150-1277-10-706110,706110,Arts & Sciences,P100953420,MA4231,Geography,15,6600
2021,FALL,TA,10-100000-100150-1277-10-706110,706110,Arts & Sciences,P100955065,MA4231,Geography,15,6600
2021,FALL,GRS,10-100000-100150-1015-40-706110,706110,Arts & Sciences,P100956961,MA4231,Geography,5,975
2021,FALL,TA,10-100000-100150-1277-10-706110,706110,Arts & Sciences,P100957567,MS4239,Geography,15,6600
2021,FALL,TA,10-100000-100150-1277-10-706110,706110,Arts & Sciences,P100957646,MA4231,Geography,15,6600
2021,FALL,TA,10-100000-100150-1277-10-706110,706110,Arts & Sciences,P100991415,MS4239,Geography,15,6600
2021,FALL,TA,10-100000-100150-1277-10-706110,706110,Arts & Sciences,P100994624,MS4239,Geography,15,6600
2021,FALL,TA,10-100000-100150-1277-10-706110,706110,Arts & Sciences,P100994636,MS4239,Geography,15,6600
2021,FALL,TA,10-100000-100150-1277-10-706110,706110,Arts & Sciences,P100995158,MS4239,Geography,15,7804
2022,FALL,TA,10-100000-100150-1277-10-706110,706110,Arts & Sciences,P001215051,MS4239,Geography,15,6600
2022,FALL,GRS,10-100000-100150-1015-10-706110,706110,Arts & Sciences,P100246632,MA4231,Geography,5,975
2022,FALL,RA,14887-18-1133476-706110,706110,Arts & Sciences,P100255712,MS4239,Geography,0,8197
2022,FALL,RA,14887-18-1133476-706110,706110,Arts & Sciences,P100255712,MS4239,Geography,15,8197
2022,FALL,TA,10-100000-100150-1277-10-706110,706110,Arts & Sciences,P100539841,MS4239,Geography,15,6600
2022,FALL,GRS,10-100000-100150-1015-10-706110,706110,Arts & Sciences,P100892084,MA4231,Geography,5,975
2022,FALL,TA,10-100000-100150-1277-10-706110,706110,Arts & Sciences,P100917211,MA4231,Geography,15,6600
2022,FALL,GRS,10-100000-100150-1015-10-706110,706110,Arts & Sciences,P100953251,MS4239,Geography,5,975
2022,FALL,TA,10-100000-100150-1277-10-706110,706110,Arts & Sciences,P100970432,MS4239,Geography,15,6600
2022,FALL,TA,10-100000-100150-1277-10-706110,706110,Arts & Sciences,P100994624,MS4239,Geography,15,6600
2022,FALL,TA,10-100000-100150-1277-10-706110,706110,Arts & Sciences,P100994636,MS4239,Geography,15,6600
2022,FALL,TA,10-100000-100150-1277-10-706110,706110,Arts & Sciences,P100995158,MS4239,Geography,15,7804
2022,FALL,TA,10-100000-100150-1277-10-706110,706110,Arts & Sciences,P101008522,MS4239,Geography,15,6600
2022,FALL,TA,10-100000-100150-1277-10-706110,706110,Arts & Sciences,P101021049,MS4239,Geography,15,6600
2022,FALL,TA,10-100000-100150-1277-10-706110,706110,Arts & Sciences,P101030285,MA4231,Geography,15,6600
2022,FALL,TA,10-100000-100150-1277-10-706110,706110,Arts & Sciences,P101030338,MS4239,Geography,15,6600
2022,FALL,TA,10-100000-100150-1277-10-706110,706110,Arts & Sciences,P101030559,MS4239,Geography,15,2915
2023,FALL,TA,10-100000-100150-1277-10-706110,706110,Arts & Sciences,P001215051,MS4239,Geography,15,6600
2023,FALL,TA,10-100000-100150-1277-10-706110,706110,Arts & Sciences,P100212345,MS4239,Geography,15,6749
2023,FALL,TA,10-100000-100150-1277-10-706110,706110,Arts & Sciences,P100539841,MS4239,Geography,15,6600
2023,FALL,GRS,10-100000-100150-1015-10-706110,706110,Arts & Sciences,P100819576,MA4231,Geography,5,975
2023,FALL,TA,10-100000-100150-1277-10-706110,706110,Arts & Sciences,P100892084,MA4231,Geography,15,6749
2023,FALL,TA,10-100000-100150-1277-10-706110,706110,Arts & Sciences,P100970432,MS4239,Geography,15,6600
2023,FALL,TA,10-100000-100150-1277-10-706110,706110,Arts & Sciences,P101008522,MS4239,Geography,15,6600
2023,FALL,TA,10-100000-100150-1277-10-706110,706110,Arts & Sciences,P101021049,MS4239,Geography,15,6600
2023,FALL,TA,10-100000-100150-1277-10-706110,706110,Arts & Sciences,P101030283,MA4231,Geography,15,6600
2023,FALL,TA,10-100000-100150-1277-10-706110,706110,Arts & Sciences,P101030285,MA4231,Geography,15,6600
2023,FALL,TA,10-100000-100150-1277-10-706110,706110,Arts & Sciences,P101030338,MS4239,Geography,15,6749
2023,FALL,TA,10-100000-100150-1277-10-706110,706110,Arts & Sciences,P101030559,MS4239,Geography,15,7804
2023,FALL,TA,10-100000-100150-1277-10-706110,706110,Arts & Sciences,P101067008,MA4231,Geography,15,6600
2023,FALL,GRS,10-100000-100150-1015-10-706110,706110,Arts & Sciences,P101068772,MA4231,Geography,5,975
2023,FALL,GRS,10-100000-100150-1015-10-706110,706110,Arts & Sciences,P101069727,MA4231,Geography,5,975
2018,FALL,TA,10-100000-100160-1277-72-706110,706110,Arts & Sciences,P000923725,MS3321,Geological Sciences,20,7125
2018,FALL,TA,10-100000-100160-1277-72-706110,706110,Arts & Sciences,P100090581,MS3321,Geological Sciences,20,7125
2018,FALL,TA,10-100000-100160-1277-72-706110,706110,Arts & Sciences,P100133476,MS3321,Geological Sciences,20,7125
2018,FALL,TA,10-100000-100160-1277-72-706110,706110,Arts & Sciences,P100160170,MS3321,Geological Sciences,20,
2018,FALL,TA,10-100000-100160-1277-72-706110,706110,Arts & Sciences,P100191085,MS3321,Geological Sciences,20,7125
2018,FALL,TA,10-100000-100160-1277-72-706110,706110,Arts & Sciences,P100825155,MS3321,Geological Sciences,20,7125
2018,FALL,RA,11145-10.02-1130989-706110,706110,Arts & Sciences,P100828015,MS3321,Geological Sciences,20,7250
2018,FALL,TA,10-100000-100160-1277-72-706110,706110,Arts & Sciences,P100828550,MS3321,Geological Sciences,20,7125
2018,FALL,TA,10-100000-100160-1277-72-706110,706110,Arts & Sciences,P100828723,MS3321,Geological Sciences,20,7125
2018,FALL,TA,10-100000-100160-1277-72-706110,706110,Arts & Sciences,P100828862,MS3321,Geological Sciences,20,7125
2018,FALL,TA,10-100000-100160-1277-72-706110,706110,Arts & Sciences,P100830184,MS3321,Geological Sciences,20,7125
2018,FALL,TA,10-100000-100160-1277-72-706110,706110,Arts & Sciences,P100872106,MS3321,Geological Sciences,20,7125
2018,FALL,TA,10-100000-100160-1277-72-706110,706110,Arts & Sciences,P100874517,MS3321,Geological Sciences,20,7125
2018,FALL,TA,10-100000-100160-1277-72-706110,706110,Arts & Sciences,P100877486,MS3321,Geological Sciences,20,7125
2019,FALL,GA,50-431012-100160-0000-10-706110,706110,Arts & Sciences,P100133476,MS3321,Geological Sciences,0,200
2019,FALL,TA,10-100000-100160-1277-10-706110,706110,Arts & Sciences,P100133476,MS3321,Geological Sciences,20,7125
2019,FALL,TA,10-100000-100160-1277-10-706110,706110,Arts & Sciences,P100141790,MS3321,Geological Sciences,20,7125
2019,FALL,TA,10-100000-100160-1277-10-706110,706110,Arts & Sciences,P100160170,MS3321,Geological Sciences,20,7125
2019,FALL,TA,10-100000-100160-1277-10-706110,706110,Arts & Sciences,P100870632,MS3321,Geological Sciences,20,3975
2019,FALL,TA,50-435704-100160-1277-10-706110,706110,Arts & Sciences,P100870632,MS3321,Geological Sciences,20,3150
2019,FALL,TA,10-100000-100160-1277-10-706110,706110,Arts & Sciences,P100872106,MS3321,Geological Sciences,20,7125
2019,FALL,TA,10-100000-100160-1277-10-706110,706110,Arts & Sciences,P100874517,MS3321,Geological Sciences,20,7125
2019,FALL,TA,10-100000-100160-1277-10-706110,706110,Arts & Sciences,P100877486,MS3321,Geological Sciences,20,7125
2019,FALL,TA,10-100000-100160-1277-10-706110,706110,Arts & Sciences,P100910743,MS3321,Geological Sciences,20,7125
2019,FALL,TA,10-100000-100160-1277-10-706110,706110,Arts & Sciences,P100912238,MS3321,Geological Sciences,20,7125
2019,FALL,TA,10-100000-100160-1277-10-706110,706110,Arts & Sciences,P100913119,MS3321,Geological Sciences,20,7125
2019,FALL,TA,10-100000-100160-1277-10-706110,706110,Arts & Sciences,P100913954,MS3321,Geological Sciences,0,7125
2019,FALL,TA,10-100000-100160-1277-10-706110,706110,Arts & Sciences,P100915213,MS3321,Geological Sciences,20,7125
2019,FALL,TA,10-100000-100160-1277-10-706110,706110,Arts & Sciences,P100915446,MS3321,Geological Sciences,20,7125
2020,FALL,TA,10-100000-100160-1277-10-706110,706110,Arts & Sciences,P100141790,MS3321,Geological Sciences,20,7275
2020,FALL,TA,10-100000-100160-1277-10-706110,706110,Arts & Sciences,P100910743,MS3321,Geological Sciences,20,7275
2020,FALL,TA,10-100000-100160-1277-10-706110,706110,Arts & Sciences,P100912238,MS3321,Geological Sciences,20,7275
2020,FALL,TA,10-100000-100160-1277-10-706110,706110,Arts & Sciences,P100913119,MS3321,Geological Sciences,20,7275
2020,FALL,TA,10-100000-100160-1277-10-706110,706110,Arts & Sciences,P100915213,MS3321,Geological Sciences,20,7275
2020,FALL,TA,10-100000-100160-1277-10-706110,706110,Arts & Sciences,P100915446,MS3321,Geological Sciences,20,7275
2020,FALL,GRS,10-100000-100160-1015-10-706110,706110,Arts & Sciences,P100917714,MS3324,Geological Sciences,6,975
2020,FALL,TA,10-100000-100160-1277-10-706110,706110,Arts & Sciences,P100942659,MS3321,Geological Sciences,20,7275
2020,FALL,TA,10-100000-100160-1277-10-706110,706110,Arts & Sciences,P100945904,MS3321,Geological Sciences,20,7275
2020,FALL,TA,10-100000-100160-1277-10-706110,706110,Arts & Sciences,P100950459,MS3321,Geological Sciences,20,7275
2020,FALL,TA,10-100000-100160-1277-10-706110,706110,Arts & Sciences,P100954010,MS3321,Geological Sciences,20,7275
2020,FALL,TA,10-100000-100160-1277-10-706110,706110,Arts & Sciences,P100955023,MS3321,Geological Sciences,20,7275
2020,FALL,TA,10-100000-100160-1277-10-706110,706110,Arts & Sciences,P100955578,MS3321,Geological Sciences,20,7275
2021,FALL,TA,10-100000-100160-1277-10-706110,706110,Arts & Sciences,P100876849,MS3321,Geological Sciences,20,7275
2021,FALL,TA,10-100000-100160-1277-10-706110,706110,Arts & Sciences,P100886705,MS3321,Geological Sciences,20,7275
2021,FALL,TA,10-100000-100160-1277-10-706110,706110,Arts & Sciences,P100942659,MS3321,Geological Sciences,20,7275
2021,FALL,TA,10-100000-100160-1277-10-706110,706110,Arts & Sciences,P100945904,MS3321,Geological Sciences,20,7275
2021,FALL,TA,10-100000-100160-1277-10-706110,706110,Arts & Sciences,P100950459,MS3321,Geological Sciences,20,7275
2021,FALL,TA,10-100000-100160-1277-10-706110,706110,Arts & Sciences,P100954010,MS3321,Geological Sciences,20,7275
2021,FALL,TA,10-100000-100160-1277-10-706110,706110,Arts & Sciences,P100955023,MS3321,Geological Sciences,20,7275
2021,FALL,TA,10-100000-100160-1277-10-706110,706110,Arts & Sciences,P100955578,MS3321,Geological Sciences,20,7275
2021,FALL,TA,10-100000-100160-1277-10-706110,706110,Arts & Sciences,P100993674,MS3321,Geological Sciences,20,7275
2021,FALL,TA,10-100000-100160-1277-10-706110,706110,Arts & Sciences,P100994204,MS3321,Geological Sciences,20,7275
2021,FALL,TA,10-100000-100160-1277-10-706110,706110,Arts & Sciences,P100994797,MS3321,Geological Sciences,20,7275
2022,FALL,TA,10-100000-100160-1277-10-706110,706110,Arts & Sciences,P100859164,MS3321,Geological Sciences,20,7250
2022,FALL,TA,10-100000-100160-1277-10-706110,706110,Arts & Sciences,P100876849,MS3321,Geological Sciences,20,7250
2022,FALL,TA,10-100000-100160-1277-10-706110,706110,Arts & Sciences,P100886705,MS3321,Geological Sciences,20,7250
2022,FALL,TA,10-100000-100160-1277-10-706110,706110,Arts & Sciences,P100993674,MS3321,Geological Sciences,20,7250
2022,FALL,TA,10-100000-100160-1277-10-706110,706110,Arts & Sciences,P100994204,MS3321,Geological Sciences,20,7250
2022,FALL,TA,10-100000-100160-1277-10-706110,706110,Arts & Sciences,P100994797,MS3321,Geological Sciences,20,7250
2022,FALL,TA,10-100000-100160-1277-10-706110,706110,Arts & Sciences,P101027801,MS3321,Geological Sciences,20,7250
2022,FALL,TA,10-100000-100160-1277-10-706110,706110,Arts & Sciences,P101029218,MS3321,Geological Sciences,20,7250
2022,FALL,TA,10-100000-100160-1277-10-706110,706110,Arts & Sciences,P101029737,MS3321,Geological Sciences,20,7250
2022,FALL,TA,10-100000-100160-1277-10-706110,706110,Arts & Sciences,P101029756,MS3321,Geological Sciences,20,7250
2022,FALL,TA,10-100000-100160-1277-10-706110,706110,Arts & Sciences,P101036124,MS3321,Geological Sciences,20,7250
2023,FALL,TA,10-100000-100160-1277-10-706110,706110,Arts & Sciences,P100263497,MS3321,Geological Sciences,20,7260
2023,FALL,TA,10-100000-100160-1277-10-706110,706110,Arts & Sciences,P100859164,MS3321,Geological Sciences,20,7260
2023,FALL,TA,10-100000-100160-1277-10-706110,706110,Arts & Sciences,P100862082,MS3321,Geological Sciences,20,7260
2023,FALL,TA,10-100000-100160-1277-10-706110,706110,Arts & Sciences,P100899625,MS3321,Geological Sciences,20,7260
2023,FALL,TA,10-100000-100160-1277-10-706110,706110,Arts & Sciences,P100927926,MS3321,Geological Sciences,20,7260
2023,FALL,TA,10-100000-100160-1277-10-706110,706110,Arts & Sciences,P101027801,MS3321,Geological Sciences,20,7260
2023,FALL,TA,10-100000-100160-1277-10-706110,706110,Arts & Sciences,P101028325,MS3321,Geological Sciences,20,7260
2023,FALL,TA,10-100000-100160-1277-10-706110,706110,Arts & Sciences,P101029218,MS3321,Geological Sciences,20,7260
2023,FALL,TA,10-100000-100160-1277-10-706110,706110,Arts & Sciences,P101029737,MS3321,Geological Sciences,20,7260
2023,FALL,TA,10-100000-100160-1277-10-706110,706110,Arts & Sciences,P101029756,MS3321,Geological Sciences,20,7260
2023,FALL,TA,10-100000-100160-1277-10-706110,706110,Arts & Sciences,P101061014,MS3321,Geological Sciences,20,7260
2023,FALL,TA,10-100000-100160-1277-10-706110,706110,Arts & Sciences,P101068760,MS3321,Geological Sciences,20,7260
2018,FALL,TA,10-100000-100170-1277-72-706110,706110,Arts & Sciences,P000847085,PH4215,History,15,9690
2018,FALL,TA,10-100000-100170-1277-72-706110,706110,Arts & Sciences,P001067833,PH4215,History,15,9150
2018,FALL,TA,10-100000-100170-1277-72-706110,706110,Arts & Sciences,P001185171,PH4215,History,15,9150
2018,FALL,TA,10-100000-100170-1277-72-706110,706110,Arts & Sciences,P001213033,PH4215,History,15,9150
2018,FALL,TA,10-100000-100170-1277-72-706110,706110,Arts & Sciences,P001275726,PH4215,History,15,9690
2018,FALL,TA,10-100000-100170-1277-72-706110,706110,Arts & Sciences,P100132733,PH4215,History,15,9690
2018,FALL,TA,10-100000-100170-1277-72-706110,706110,Arts & Sciences,P100135930,PH4215,History,15,9690
2018,FALL,TA,10-100000-100170-1277-72-706110,706110,Arts & Sciences,P100136758,PH4215,History,15,9150
2018,FALL,TA,10-100000-100170-1277-72-706110,706110,Arts & Sciences,P100139686,PH4215,History,15,9150
2018,FALL,GA,10-100000-100171-0000-72-706110,706110,Arts & Sciences,P100140819,PH4215,History,4,1250
2018,FALL,TA,10-100000-100170-1277-72-706110,706110,Arts & Sciences,P100182377,PH4215,History,15,9150
2018,FALL,TA,10-100000-100170-1277-72-706110,706110,Arts & Sciences,P100182673,PH4215,History,15,9150
2018,FALL,TA,10-100000-100170-1277-72-706110,706110,Arts & Sciences,P100183599,PH4215,History,15,9150
2018,FALL,TA,10-100000-100170-1277-72-706110,706110,Arts & Sciences,P100220466,PH4215,History,15,9150
2018,FALL,TA,10-100000-100170-1277-72-706110,706110,Arts & Sciences,P100222362,PH4215,History,15,9150
2018,FALL,TA,10-100000-100170-1277-72-706110,706110,Arts & Sciences,P100826568,PH4215,History,15,9150
2018,FALL,TA,10-100000-100170-1277-72-706110,706110,Arts & Sciences,P100827887,MA4215,History,15,7000
2018,FALL,TA,10-100000-100170-1277-72-706110,706110,Arts & Sciences,P100828856,MA4215,History,15,7000
2018,FALL,TA,10-100000-100170-1277-72-706110,706110,Arts & Sciences,P100829190,MA4215,History,15,7000
2018,FALL,TA,10-100000-100170-1277-72-706110,706110,Arts & Sciences,P100829241,PH4215,History,15,9150
2019,FALL,GA,15040-18-1134513-706110,706110,Arts & Sciences,P000847085,PH4215,History,15,9200
2019,FALL,TA,10-100000-100170-1277-40-706110,706110,Arts & Sciences,P001067833,PH4215,History,15,9150
2019,FALL,TA,10-100000-100170-1277-40-706110,706110,Arts & Sciences,P001185171,PH4215,History,15,9150
2019,FALL,TA,10-100000-100170-1277-40-706110,706110,Arts & Sciences,P001213033,PH4215,History,15,9150
2019,FALL,TA,10-100000-100170-1277-40-706110,706110,Arts & Sciences,P100094536,MA4215,History,15,7000
2019,FALL,TA,10-100000-100170-1277-40-706110,706110,Arts & Sciences,P100132733,PH4215,History,15,9690
2019,FALL,TA,10-100000-100170-1277-40-706110,706110,Arts & Sciences,P100136758,PH4215,History,15,9690
2019,FALL,TA,10-100000-100170-1277-40-706110,706110,Arts & Sciences,P100139686,PH4215,History,15,9690
2019,FALL,TA,10-100000-100170-1277-40-706110,706110,Arts & Sciences,P100163411,MA4215,History,15,7000
2019,FALL,TA,10-100000-100170-1277-40-706110,706110,Arts & Sciences,P100182377,PH4215,History,15,9150
2019,FALL,TA,10-100000-100170-1277-40-706110,706110,Arts & Sciences,P100182673,PH4215,History,15,9150
2019,FALL,TA,10-100000-100170-1277-40-706110,706110,Arts & Sciences,P100194760,MA4215,History,15,7000
2019,FALL,TA,10-100000-100170-1277-40-706110,706110,Arts & Sciences,P100222362,PH4215,History,15,9150
2019,FALL,TA,10-100000-100170-1277-40-706110,706110,Arts & Sciences,P100266109,PH4215,History,15,9150
2019,FALL,TA,10-100000-100170-1277-40-706110,706110,Arts & Sciences,P100826568,PH4215,History,15,9150
2019,FALL,TA,10-100000-100170-1277-40-706110,706110,Arts & Sciences,P100827887,PH4215,History,15,9150
2019,FALL,TA,10-100000-100170-1277-40-706110,706110,Arts & Sciences,P100829241,PH4215,History,15,9150
2019,FALL,TA,10-100000-100170-1277-40-706110,706110,Arts & Sciences,P100830244,PH4215,History,15,9150
2019,FALL,TA,10-100000-100170-1277-40-706110,706110,Arts & Sciences,P100847542,PH4215,History,15,9150
2019,FALL,TA,10-100000-100170-1277-40-706110,706110,Arts & Sciences,P100914646,MA4215,History,15,7000
2019,FALL,TA,10-100000-100170-1277-40-706110,706110,Arts & Sciences,P100915535,MA4215,History,15,7000
2020,FALL,TA,10-100000-100170-1277-10-706110,706110,Arts & Sciences,P000456315,MA4215,History,15,9150
2020,FALL,TA,10-100000-100170-1277-10-706110,706110,Arts & Sciences,P000456315,PH4215,History,0,9150
2020,FALL,TA,10-100000-100170-1277-10-706110,706110,Arts & Sciences,P001067833,PH4215,History,15,9690
2020,FALL,TA,10-100000-100170-1277-10-706110,706110,Arts & Sciences,P001185171,PH4215,History,15,9150
2020,FALL,TA,10-100000-100170-1277-10-706110,706110,Arts & Sciences,P001213033,PH4215,History,15,9150
2020,FALL,TA,10-100000-100170-1277-10-706110,706110,Arts & Sciences,P100139686,PH4215,History,15,9690
2020,FALL,TA,10-100000-100170-1277-10-706110,706110,Arts & Sciences,P100163411,MA4215,History,15,7000
2020,FALL,TA,10-100000-100170-1277-10-706110,706110,Arts & Sciences,P100182673,PH4215,History,0,9690
2020,FALL,TA,10-100000-100170-1277-10-706110,706110,Arts & Sciences,P100183599,PH4215,History,15,9690
2020,FALL,TA,10-100000-100170-1277-10-706110,706110,Arts & Sciences,P100194760,MA4215,History,15,7000
2020,FALL,TA,10-100000-100170-1277-10-706110,706110,Arts & Sciences,P100266109,PH4215,History,15,9150
2020,FALL,TA,10-100000-100170-1277-10-706110,706110,Arts & Sciences,P100826568,PH4215,History,15,9150
2020,FALL,TA,10-100000-100170-1277-10-706110,706110,Arts & Sciences,P100827887,PH4215,History,15,9150
2020,FALL,TA,10-100000-100170-1277-10-706110,706110,Arts & Sciences,P100829241,PH4215,History,15,9150
2020,FALL,TA,10-100000-100170-1277-10-706110,706110,Arts & Sciences,P100830244,PH4215,History,15,9150
2020,FALL,TA,10-100000-100170-1277-10-706110,706110,Arts & Sciences,P100847542,PH4215,History,15,9150
2020,FALL,TA,10-100000-100170-1277-10-706110,706110,Arts & Sciences,P100870613,PH4215,History,15,9150
2020,FALL,TA,10-100000-100170-1277-10-706110,706110,Arts & Sciences,P100914646,MA4215,History,15,7000
2020,FALL,TA,10-100000-100170-1277-10-706110,706110,Arts & Sciences,P100915535,MA4215,History,15,7000
2020,FALL,TA,10-100000-100170-1277-10-706110,706110,Arts & Sciences,P100943630,MA4215,History,15,7000
2020,FALL,TA,10-100000-100170-1277-10-706110,706110,Arts & Sciences,P100952037,MA4215,History,15,7000
2020,FALL,TA,10-100000-100170-1277-10-706110,706110,Arts & Sciences,P100955367,MA4215,History,15,7000
2021,FALL,TA,10-100000-100170-1277-10-706110,706110,Arts & Sciences,P000456315,PH4215,History,15,9150
2021,FALL,TA,10-100000-100170-1277-10-706110,706110,Arts & Sciences,P001213033,PH4215,History,15,9150
2021,FALL,TA,10-100000-100170-1277-10-706110,706110,Arts & Sciences,P100162193,MA4215,History,15,7000
2021,FALL,GA,50-430115-530355-0000-10-706110,706110,Arts & Sciences,P100183599,PH4215,History,15,9150
2021,FALL,TA,10-100000-100170-1277-10-706110,706110,Arts & Sciences,P100542188,MA4215,History,15,7000
